593,Casa Lausus,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=57&LodgeSearch%5Bdate_start%5D=2018-03-30&LodgeSearch%5Bdate_end%5D=2018-04-01&LodgeSearch%5Bnum_adults%5D=2'},cancelado,Cancelled,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=57&LodgeSearch%5Bdate_start%5D=2018-03-30&LodgeSearch%5Bdate_end%5D=2018-04-01&LodgeSearch%5Bnum_adults%5D=2'}
594,Casa da Laranjeira - Aldeia de Camelo,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=4&LodgeSearch%5Bdate_start%5D=2018-10-06&LodgeSearch%5Bdate_end%5D=2018-10-07&LodgeSearch%5Bnum_adults%5D=2'},cancelado,Cancelled,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=4&LodgeSearch%5Bdate_start%5D=2018-10-06&LodgeSearch%5Bdate_end%5D=2018-10-07&LodgeSearch%5Bnum_adults%5D=2'}
597,Casa Princesa Peralta,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=2&LodgeSearch%5Bdate_start%5D=2018-04-26&LodgeSearch%5Bdate_end%5D=2018-04-29&LodgeSearch%5Bnum_adults%5D=2'},cancelado,Cancelled,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=2&LodgeSearch%5Bdate_start%5D=2018-04-26&LodgeSearch%5Bdate_end%5D=2018-04-29&LodgeSearch%5Bnum_adults%5D=2'}
598,Casa da Azeitona - Cerdeira Village,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=95&LodgeSearch%5Bdate_start%5D=2018-07-23&LodgeSearch%5Bdate_end%5D=2018-07-25&LodgeSearch%5Bnum_adults%5D=5'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=95&LodgeSearch%5Bdate_start%5D=2018-07-23&LodgeSearch%5Bdate_end%5D=2018-07-25&LodgeSearch%5Bnum_adults%5D=5'}
599,Aqua Village Health Resort & SPA,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=96&LodgeSearch%5Bdate_start%5D=2018-04-29&LodgeSearch%5Bdate_end%5D=2018-05-01&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=96&LodgeSearch%5Bdate_start%5D=2018-04-29&LodgeSearch%5Bdate_end%5D=2018-05-01&LodgeSearch%5Bnum_adults%5D=2'}
600,Casa da Azeitona - Cerdeira Village,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=95&LodgeSearch%5Bdate_start%5D=2018-07-23&LodgeSearch%5Bdate_end%5D=2018-07-25&LodgeSearch%5Bnum_adults%5D=5'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=95&LodgeSearch%5Bdate_start%5D=2018-07-23&LodgeSearch%5Bdate_end%5D=2018-07-25&LodgeSearch%5Bnum_adults%5D=5'}
601,Casa Alfazema - Xisto Sentido,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=45&LodgeSearch%5Bdate_start%5D=2018-05-13&LodgeSearch%5Bdate_end%5D=2018-05-16&LodgeSearch%5Bnum_adults%5D=2'},cancelado,Cancelled,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=45&LodgeSearch%5Bdate_start%5D=2018-05-13&LodgeSearch%5Bdate_end%5D=2018-05-16&LodgeSearch%5Bnum_adults%5D=2'}
602,Casa Cimeira,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=80&LodgeSearch%5Bdate_start%5D=2018-03-30&LodgeSearch%5Bdate_end%5D=2018-04-01&LodgeSearch%5Bnum_adults%5D=6'},cancelado,Cancelled,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=80&LodgeSearch%5Bdate_start%5D=2018-03-30&LodgeSearch%5Bdate_end%5D=2018-04-01&LodgeSearch%5Bnum_adults%5D=6'}
603,Casa Lausus,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=57&LodgeSearch%5Bdate_start%5D=2018-03-30&LodgeSearch%5Bdate_end%5D=2018-04-01&LodgeSearch%5Bnum_adults%5D=2'},cancelado,Cancelled,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=57&LodgeSearch%5Bdate_start%5D=2018-03-30&LodgeSearch%5Bdate_end%5D=2018-04-01&LodgeSearch%5Bnum_adults%5D=2'}
604,Casa da Árvore - Cerdeira Village,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=19&LodgeSearch%5Bdate_start%5D=2018-04-06&LodgeSearch%5Bdate_end%5D=2018-04-08&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=19&LodgeSearch%5Bdate_start%5D=2018-04-06&LodgeSearch%5Bdate_end%5D=2018-04-08&LodgeSearch%5Bnum_adults%5D=2'}
605,Casa da Árvore - Cerdeira Village,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=19&LodgeSearch%5Bdate_start%5D=2018-04-06&LodgeSearch%5Bdate_end%5D=2018-04-08&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=19&LodgeSearch%5Bdate_start%5D=2018-04-06&LodgeSearch%5Bdate_end%5D=2018-04-08&LodgeSearch%5Bnum_adults%5D=2'}
606,Casa da Árvore - Cerdeira Village,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=19&LodgeSearch%5Bdate_start%5D=2018-04-06&LodgeSearch%5Bdate_end%5D=2018-04-08&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=19&LodgeSearch%5Bdate_start%5D=2018-04-06&LodgeSearch%5Bdate_end%5D=2018-04-08&LodgeSearch%5Bnum_adults%5D=2'}
608,Casa Lausus,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=57&LodgeSearch%5Bdate_start%5D=2018-03-30&LodgeSearch%5Bdate_end%5D=2018-04-01&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=57&LodgeSearch%5Bdate_start%5D=2018-03-30&LodgeSearch%5Bdate_end%5D=2018-04-01&LodgeSearch%5Bnum_adults%5D=2'}
609,Casa da Serra - Camping Oleiros,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=28&LodgeSearch%5Bdate_start%5D=2018-05-05&LodgeSearch%5Bdate_end%5D=2018-05-07&LodgeSearch%5Bnum_adults%5D=2'},cancelado,Cancelled,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=28&LodgeSearch%5Bdate_start%5D=2018-05-05&LodgeSearch%5Bdate_end%5D=2018-05-07&LodgeSearch%5Bnum_adults%5D=2'}
610,Hotel Rural Quinta da Geia,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=40&LodgeSearch%5Bdate_start%5D=2018-04-07&LodgeSearch%5Bdate_end%5D=2018-04-08&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=40&LodgeSearch%5Bdate_start%5D=2018-04-07&LodgeSearch%5Bdate_end%5D=2018-04-08&LodgeSearch%5Bnum_adults%5D=2'}
612,Casa da Urze,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=35&LodgeSearch%5Bdate_start%5D=2018-05-31&LodgeSearch%5Bdate_end%5D=2018-06-03&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=35&LodgeSearch%5Bdate_start%5D=2018-05-31&LodgeSearch%5Bdate_end%5D=2018-06-03&LodgeSearch%5Bnum_adults%5D=2'}
621,Aqua Village Health Resort & SPA,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=96&LodgeSearch%5Bdate_start%5D=2018-04-29&LodgeSearch%5Bdate_end%5D=2018-05-01&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=96&LodgeSearch%5Bdate_start%5D=2018-04-29&LodgeSearch%5Bdate_end%5D=2018-05-01&LodgeSearch%5Bnum_adults%5D=2'}
623,Casa da Pedra Rolada,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=67&LodgeSearch%5Bdate_start%5D=2018-04-28&LodgeSearch%5Bdate_end%5D=2018-04-29&LodgeSearch%5Bnum_adults%5D=6'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=67&LodgeSearch%5Bdate_start%5D=2018-04-28&LodgeSearch%5Bdate_end%5D=2018-04-29&LodgeSearch%5Bnum_adults%5D=6'}
625,Casa da Escada - Cerdeira Village,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=14&LodgeSearch%5Bdate_start%5D=2018-05-31&LodgeSearch%5Bdate_end%5D=2018-06-03&LodgeSearch%5Bnum_adults%5D=4'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=14&LodgeSearch%5Bdate_start%5D=2018-05-31&LodgeSearch%5Bdate_end%5D=2018-06-03&LodgeSearch%5Bnum_adults%5D=4'}
627,Casa das Vizinhas - Cerdeira Village,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=20&LodgeSearch%5Bdate_start%5D=2018-03-14&LodgeSearch%5Bdate_end%5D=2018-03-16&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=20&LodgeSearch%5Bdate_start%5D=2018-03-14&LodgeSearch%5Bdate_end%5D=2018-03-16&LodgeSearch%5Bnum_adults%5D=2'}
629,Villa Pampilhosa Hotel,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=26&LodgeSearch%5Bdate_start%5D=2018-03-28&LodgeSearch%5Bdate_end%5D=2018-03-29&LodgeSearch%5Bnum_adults%5D=4'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=26&LodgeSearch%5Bdate_start%5D=2018-03-28&LodgeSearch%5Bdate_end%5D=2018-03-29&LodgeSearch%5Bnum_adults%5D=4'}
630,Casa Poente - Casal Frias,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=53&LodgeSearch%5Bdate_start%5D=2018-06-09&LodgeSearch%5Bdate_end%5D=2018-06-10&LodgeSearch%5Bnum_adults%5D=4'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=53&LodgeSearch%5Bdate_start%5D=2018-06-09&LodgeSearch%5Bdate_end%5D=2018-06-10&LodgeSearch%5Bnum_adults%5D=4'}
633,Casa do Forno - Casas de Água Formosa,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=87&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=87&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=2'}
633,Casa do Forno - Casas de Água Formosa,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=87&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=87&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=2'},633,Casa da Eira – Casas de Água Formosa,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=90&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=6'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=90&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=6'}
633,Casa do Forno - Casas de Água Formosa,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=87&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=87&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=2'},633,Casa da Eira – Casas de Água Formosa,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=90&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=6'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=90&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=6'},633,Casa Nascente - Casas de Água Formosa,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=89&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=6'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=89&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=6'}
633,Casa do Forno - Casas de Água Formosa,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=87&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=87&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=2'},633,Casa da Eira – Casas de Água Formosa,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=90&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=6'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=90&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=6'},633,Casa Nascente - Casas de Água Formosa,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=89&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=6'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=89&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=6'},633,Casa da Fonte – Casas de Água Formosa,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=92&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=4'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=92&LodgeSearch%5Bdate_start%5D=2018-04-20&LodgeSearch%5Bdate_end%5D=2018-04-22&LodgeSearch%5Bnum_adults%5D=4'}
634,Casa da Pífara - Aldeia Oliveiras,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=25&LodgeSearch%5Bdate_start%5D=2018-03-30&LodgeSearch%5Bdate_end%5D=2018-04-01&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=25&LodgeSearch%5Bdate_start%5D=2018-03-30&LodgeSearch%5Bdate_end%5D=2018-04-01&LodgeSearch%5Bnum_adults%5D=2'}
635,Casa Princesa Peralta,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=2&LodgeSearch%5Bdate_start%5D=2018-08-19&LodgeSearch%5Bdate_end%5D=2018-08-24&LodgeSearch%5Bnum_adults%5D=6'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=2&LodgeSearch%5Bdate_start%5D=2018-08-19&LodgeSearch%5Bdate_end%5D=2018-08-24&LodgeSearch%5Bnum_adults%5D=6'}
636,Hotel Parque Serra da Lousã,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=55&LodgeSearch%5Bdate_start%5D=2018-01-15&LodgeSearch%5Bdate_end%5D=2018-01-16&LodgeSearch%5Bnum_adults%5D=2'},cancelado,Cancelled,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=55&LodgeSearch%5Bdate_start%5D=2018-01-15&LodgeSearch%5Bdate_end%5D=2018-01-16&LodgeSearch%5Bnum_adults%5D=2'}
637,Casa do Forno - Vilar dos Condes,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=63&LodgeSearch%5Bdate_start%5D=2018-03-24&LodgeSearch%5Bdate_end%5D=2018-03-25&LodgeSearch%5Bnum_adults%5D=2'},cancelado,Cancelled,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=63&LodgeSearch%5Bdate_start%5D=2018-03-24&LodgeSearch%5Bdate_end%5D=2018-03-25&LodgeSearch%5Bnum_adults%5D=2'}
640,Casa da Torre - Aldeia de Camelo,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=61&LodgeSearch%5Bdate_start%5D=2018-04-28&LodgeSearch%5Bdate_end%5D=2018-05-01&LodgeSearch%5Bnum_adults%5D=2'},cancelado,Cancelled,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=61&LodgeSearch%5Bdate_start%5D=2018-04-28&LodgeSearch%5Bdate_end%5D=2018-05-01&LodgeSearch%5Bnum_adults%5D=2'}
642,Casa Lausus,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=57&LodgeSearch%5Bdate_start%5D=2018-01-19&LodgeSearch%5Bdate_end%5D=2018-01-21&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=57&LodgeSearch%5Bdate_start%5D=2018-01-19&LodgeSearch%5Bdate_end%5D=2018-01-21&LodgeSearch%5Bnum_adults%5D=2'}
644,Casa da Eira - Vilar dos Condes,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=66&LodgeSearch%5Bdate_start%5D=2018-04-28&LodgeSearch%5Bdate_end%5D=2018-04-29&LodgeSearch%5Bnum_adults%5D=7'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=66&LodgeSearch%5Bdate_start%5D=2018-04-28&LodgeSearch%5Bdate_end%5D=2018-04-29&LodgeSearch%5Bnum_adults%5D=7'}
645,Casa da Urze,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=35&LodgeSearch%5Bdate_start%5D=2018-05-12&LodgeSearch%5Bdate_end%5D=2018-05-13&LodgeSearch%5Bnum_adults%5D=2'},cancelado,Cancelled,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=35&LodgeSearch%5Bdate_start%5D=2018-05-12&LodgeSearch%5Bdate_end%5D=2018-05-13&LodgeSearch%5Bnum_adults%5D=2'}
647,Casa Princesa Peralta,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=2&LodgeSearch%5Bdate_start%5D=2018-05-25&LodgeSearch%5Bdate_end%5D=2018-05-27&LodgeSearch%5Bnum_adults%5D=6'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=2&LodgeSearch%5Bdate_start%5D=2018-05-25&LodgeSearch%5Bdate_end%5D=2018-05-27&LodgeSearch%5Bnum_adults%5D=6'}
648,Sete Quintas,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=51&LodgeSearch%5Bdate_start%5D=2018-05-20&LodgeSearch%5Bdate_end%5D=2018-05-22&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=51&LodgeSearch%5Bdate_start%5D=2018-05-20&LodgeSearch%5Bdate_end%5D=2018-05-22&LodgeSearch%5Bnum_adults%5D=2'}
649,Casa Princesa Peralta,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=2&LodgeSearch%5Bdate_start%5D=2018-06-30&LodgeSearch%5Bdate_end%5D=2018-07-02&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=2&LodgeSearch%5Bdate_start%5D=2018-06-30&LodgeSearch%5Bdate_end%5D=2018-07-02&LodgeSearch%5Bnum_adults%5D=2'}
650,Casinha do Conde,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=5&LodgeSearch%5Bdate_start%5D=2018-08-07&LodgeSearch%5Bdate_end%5D=2018-08-09&LodgeSearch%5Bnum_adults%5D=2'},cancelado,Cancelled,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=5&LodgeSearch%5Bdate_start%5D=2018-08-07&LodgeSearch%5Bdate_end%5D=2018-08-09&LodgeSearch%5Bnum_adults%5D=2'}
651,Casinha do Conde,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=5&LodgeSearch%5Bdate_start%5D=2018-08-07&LodgeSearch%5Bdate_end%5D=2018-08-09&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=5&LodgeSearch%5Bdate_start%5D=2018-08-07&LodgeSearch%5Bdate_end%5D=2018-08-09&LodgeSearch%5Bnum_adults%5D=2'}
652,Casa Rosmaninho - Xisto Sentido,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=44&LodgeSearch%5Bdate_start%5D=2018-07-11&LodgeSearch%5Bdate_end%5D=2018-07-13&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=44&LodgeSearch%5Bdate_start%5D=2018-07-11&LodgeSearch%5Bdate_end%5D=2018-07-13&LodgeSearch%5Bnum_adults%5D=2'}
653,Casa Cimeira,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=80&LodgeSearch%5Bdate_start%5D=2018-08-08&LodgeSearch%5Bdate_end%5D=2018-08-11&LodgeSearch%5Bnum_adults%5D=6'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=80&LodgeSearch%5Bdate_start%5D=2018-08-08&LodgeSearch%5Bdate_end%5D=2018-08-11&LodgeSearch%5Bnum_adults%5D=6'}
654,Casa do Forno - Casas de Água Formosa,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=87&LodgeSearch%5Bdate_start%5D=2018-07-20&LodgeSearch%5Bdate_end%5D=2018-07-22&LodgeSearch%5Bnum_adults%5D=2'},ok,Payment Complete,{'https://bookinxisto.com/en/lodge-catalog/lodge?id=87&LodgeSearch%5Bdate_start%5D=2018-07-20&LodgeSearch%5Bdate_end%5D=2018-07-22&LodgeSearch%5Bnum_adults%5D=2'}
