,key_0,1,2,3,IQ
0,01050100101,235.4427689772386,1380.9090012770432,1438.9755389873799,9.16326530612245
1,01050100102,403.2645631447817,1249.6388534154648,1546.9215651292068,13.346666666666666
2,01050100103,425.4578423751028,1322.3853502775494,1569.8197920949835,12.535211267605634
3,01050100104,350.2258562360491,1399.5421665736608,1537.7740129743304,10.93939393939394
4,01050100105,695.0907592773438,1072.40576171875,1826.3315124511719,13.043103448275861
5,01050100106,614.9718017578125,1203.6010009765625,1753.5241943359374,11.8125
6,01050100107,474.3522094726562,1214.0015869140625,1644.212841796875,10.64102564102564
7,01050100108,651.336669921875,969.4763387044271,1723.3866780598958,12.336448598130842
8,01050100109,516.9773152669271,1127.8223470052083,1643.2106526692708,10.923076923076923
9,01050100201,647.4705047607422,1792.266796875,1866.3265869140625,13.538461538461538
10,01050100202,285.29471370152066,1521.3909214564733,1605.8549281529017,10.95
11,01050100203,150.45450083414713,1485.4586588541667,1514.7461547851562,10.366197183098592
12,01050100204,485.78513793945314,1441.7297200520834,1673.5790608723958,8.811659192825113
13,01050100301,2007.7671305338542,2066.849514431424,2322.133246527778,10.181818181818182
14,01050100302,1567.4918212890625,1719.7382701526988,2099.7692316228695,8.11111111111111
15,01050100303,1689.1034851074219,1805.7632446289062,2198.1822204589844,9.0
16,01050100304,1853.7720133463542,1956.22705078125,2132.034627278646,10.4375
17,01050100305,1759.1119995117188,1776.6390380859375,2482.9200439453125,8.08108108108108
18,01050100306,1292.1783040364583,1366.3240152994792,2334.6416015625,8.428571428571429
19,01050100307,1085.2523600260417,1286.6543782552083,2150.1817220052085,10.0
20,01050100308,1395.6527404785156,1461.135986328125,2429.616943359375,6.55
21,01050100309,1171.712646484375,1303.4119873046875,2207.537353515625,12.073170731707316
22,01050100310,1541.8680013020833,1687.2783203125,2568.5293782552085,7.970588235294118
23,01050100311,1104.8364868164062,1355.9119873046875,2158.2567749023438,7.814814814814815
24,01050100312,1022.0687866210938,1739.3322021484375,2126.9227783203123,10.244444444444444
25,01050100313,1001.1335517035591,1474.3732231987847,1952.1639268663193,12.51764705882353
26,01050100314,1034.93896484375,1335.197998046875,2131.2890625,8.361702127659575
27,01050100315,1109.3472442626953,1646.2457580566406,2220.3302001953125,11.317073170731707
28,01050100316,812.3208984375,1897.3405151367188,1963.4823974609376,7.0
29,01050100401,165.5489959716797,967.8269958496094,1463.4979858398438,7.6
30,01050100402,572.4580078125,1330.1910400390625,1374.4539794921875,8.17142857142857
31,01050100403,743.3839721679688,877.4290161132812,1507.5870361328125,7.4375
32,01050100404,661.7265167236328,1278.2564697265625,1302.4390258789062,7.944444444444445
33,01050100406,524.7689819335938,1096.0439453125,1288.9720458984375,8.0
34,01050100408,852.2899780273438,1327.616943359375,1331.718994140625,10.714285714285714
35,01050100409,777.9929809570312,1137.2080078125,1190.9309692382812,7.945945945945946
36,01050100410,1037.02294921875,1311.79296875,1493.1639404296875,7.2368421052631575
37,01050100411,785.3189697265625,1028.4219970703125,1131.7659912109375,9.844444444444445
38,01050100413,1190.3550415039062,1236.5289916992188,1620.4149780273438,9.097560975609756
39,01050100414,949.7799987792969,1269.0469970703125,1528.7885131835938,8.88888888888889
40,01050100415,811.444325764974,1354.6398315429688,1508.2691650390625,8.609375
41,01050100501,853.5312133789063,1638.0426025390625,2038.82177734375,10.415094339622641
42,01050100502,1082.2900390625,1454.571044921875,2257.430908203125,10.166666666666666
43,01050100503,1062.8280029296875,1435.1090087890625,2237.968994140625,7.45
44,01050100504,1098.656982421875,1399.280029296875,2273.798095703125,9.333333333333334
45,01050100505,1192.6174926757812,1658.1484985351562,2137.04052734375,5.526315789473684
46,01050100507,668.1279907226562,1388.0333984375,1732.315380859375,10.236842105263158
47,01050100508,633.3594970703125,1754.7835083007812,1818.6829833984375,7.3125
48,01050100509,669.0149980024858,1198.857177734375,1559.2605535333807,11.539325842696629
49,01050100510,896.1934543185764,1511.6586507161458,1610.4070366753472,11.810077519379846
50,01050100511,863.0024871826172,1055.6969909667969,1305.65673828125,7.7407407407407405
51,01050100512,1046.9960815429688,1250.729510498047,1448.0454833984375,10.463414634146341
52,01050100513,966.3935913085937,1259.3429809570312,1579.1087890625,11.153846153846153
53,01050100601,558.3349914550781,1380.04296875,1514.6863199869792,8.11111111111111
54,01050100602,774.4306437174479,1090.2430013020833,1436.6900227864583,11.433333333333334
55,01050100603,832.2960205078125,1168.7130126953125,1484.9580078125,8.25
56,01050100604,840.9760131835938,1177.3929443359375,1523.8399658203125,7.3061224489795915
57,01050100605,686.2301461356027,1457.2988455636162,1509.1500244140625,10.64
58,01050100607,602.1445007324219,1307.31298828125,1311.1329956054688,10.035714285714286
59,01050100608,621.12451171875,1281.9844970703125,1285.8045043945312,8.578947368421053
60,01050100610,366.94500732421875,1434.0980224609375,1446.7960205078125,7.346153846153846
61,01050100611,219.72250366210938,1321.2684936523438,1751.4334716796875,8.411764705882353
62,01050100612,109.10174751281738,1210.6477661132812,1797.3582458496094,8.736842105263158
63,01050100614,85.63325119018555,1140.4647521972656,1718.5525207519531,5.769230769230769
64,01050100615,238.1173299153646,1339.663330078125,1684.4949951171875,6.916666666666667
65,01050100701,690.9144948323568,1075.1016642252605,1344.100362141927,8.660377358490566
66,01050100703,863.7576497395834,1076.5123291015625,1253.6219889322917,9.548387096774194
67,01050100704,738.4310302734375,1059.4820556640625,1334.697998046875,13.2
68,01050100705,1039.1669921875,1079.47900390625,1400.530029296875,7.923076923076923
69,01050100706,845.3259887695312,1094.2449951171875,1317.89794921875,8.681818181818182
70,01050100707,697.3480224609375,944.7969970703125,1449.383056640625,9.879310344827585
71,01050100708,848.4929809570312,1640.0479736328125,1697.737060546875,6.052631578947368
72,01050100709,882.576171875,1226.9024963378906,1661.2430216471355,10.173913043478262
73,01050100710,743.9960021972656,1592.1625366210938,1745.6224975585938,7.903225806451613
74,01050100711,655.3389892578125,1694.9329833984375,1754.5360107421875,8.604651162790697
75,01050100712,500.5505065917969,1741.1782531738281,1834.6325073242188,8.012345679012345
76,01050100713,719.2150268554688,1078.697998046875,1315.4820556640625,6.9655172413793105
77,01050100714,397.9643249511719,1296.1033528645833,1433.3633219401042,9.807692307692308
78,01050100715,540.406005859375,1101.739013671875,1355.614990234375,6.615384615384615
79,01050100801,769.0311164855957,1291.8724822998047,1831.1754913330078,7.290322580645161
80,01050100802,398.5220022201538,1223.7417602539062,1890.2877502441406,7.703703703703703
81,01050100803,862.5533447265625,1407.4313151041667,1918.6873372395833,6.428571428571429
82,01050100804,288.4873352050781,813.0586547851562,1661.0216471354167,7.017857142857143
83,01050100805,720.9167044503348,1132.697719029018,1868.9348667689733,6.2727272727272725
84,01050100807,792.5665719168527,1149.5025809151787,1868.1125662667412,6.836363636363636
85,01050100809,1121.56103515625,1413.428955078125,1516.5450439453125,9.4
86,01050100810,659.5231628417969,905.1649983723959,1530.2723388671875,8.592592592592593
87,01050100811,570.1027893066406,780.281201171875,1472.380615234375,12.461538461538462
88,01050100813,530.010009765625,850.114013671875,1545.7080078125,8.787878787878787
89,01050100814,115.71299743652344,985.8330078125,1442.1729736328125,7.128205128205129
90,01050100815,286.5639953613281,1156.6839599609375,1271.322021484375,8.878787878787879
91,01050100816,411.2726643880208,951.5963643391927,1265.7524820963542,9.462121212121213
92,01050100902,550.4844970703125,1023.0565185546875,1372.7655029296875,9.655172413793103
93,01050100903,713.7244873046875,940.4509887695312,1467.4014892578125,8.2
94,01050100904,892.5195007324219,1268.8955078125,1676.1414794921875,7.365384615384615
95,01050100907,960.39501953125,1167.489990234375,1712.4300537109375,7.206896551724138
96,01050100909,592.9256591796875,1049.2193603515625,1346.6026611328125,9.75
97,01050100910,0.0,1101.5460205078125,1557.885986328125,9.338235294117647
98,01050100911,713.1326700846354,1278.7466227213542,1560.2593180338542,6.872340425531915
99,01050100912,299.72499084472656,1338.9805297851562,1478.8674926757812,7.747572815533981
100,01050100913,658.7039794921875,1166.8699951171875,1412.3809814453125,6.131578947368421
101,01050100914,192.7030029296875,1294.2490234375,1449.4420166015625,7.571428571428571
102,01050101002,376.57501220703125,1719.64404296875,1883.113037109375,7.739130434782608
103,01050101003,689.6320190429688,909.177978515625,1040.3310546875,7.661764705882353
104,01050101005,640.1206665039062,988.4813232421875,1471.8066813151042,7.441860465116279
105,01050101006,748.1669921875,981.7960205078125,1201.342041015625,8.433962264150944
106,01050101007,377.7460072835286,1180.1400146484375,1644.697021484375,7.758064516129032
107,01050101008,307.2229919433594,1650.2919921875,1952.4649658203125,9.813953488372093
108,01050101009,683.1409912109375,1162.9649658203125,1827.947998046875,7.178571428571429
109,01050101101,514.3595123291016,1302.1094970703125,1463.16845703125,10.714285714285714
110,01050101103,611.2200012207031,1116.8734741210938,1343.1582641601562,8.75
111,01050101104,688.3424987792969,1251.9464721679688,1496.2644653320312,8.431034482758621
112,01050101106,743.1739990234375,1621.4841796875,1799.7587890625,5.368421052631579
113,01050101107,738.5330200195312,1283.4520263671875,1527.77001953125,7.391304347826087
114,01050101108,747.9349975585938,1432.2509765625,1838.3580322265625,9.76
115,01050101109,853.3683268229166,1576.2283528645833,1943.7913411458333,11.375
116,01050101111,1000.4295043945312,1380.4094848632812,2090.8524780273438,6.901960784313726
117,01050101112,1070.0999755859375,1110.0860595703125,2200.509033203125,6.875
118,01050101113,784.625,1264.448974609375,1929.4320068359375,12.153846153846153
119,01050101115,984.3699951171875,1707.22998046875,2074.79296875,7.441860465116279
120,01050101116,1024.4245300292969,1635.8624877929688,2114.847412109375,11.217391304347826
121,01050101117,1004.3939819335938,1476.68798828125,2163.138916015625,7.590909090909091
122,01050101118,1141.9524536132812,1311.2694702148438,2232.37548828125,7.7272727272727275
123,01050101119,788.7020263671875,1282.4639892578125,1947.447021484375,9.027027027027026
124,01050101202,1096.981216430664,1423.7875061035156,1715.3735046386719,7.6
125,01050101203,1063.531494140625,1802.9529724121094,2052.5447998046875,8.0
126,01050101204,621.8288993835449,1830.631103515625,2158.4844970703125,8.77570093457944
127,01050101205,561.5080261230469,2074.6524658203125,2160.347900390625,12.048780487804878
128,01050101206,922.4655151367188,1739.9794921875,1995.6334838867188,8.016129032258064
129,01050101207,1269.9365234375,1581.031494140625,2350.550537109375,7.0
130,01050101208,619.31298828125,1745.7789916992188,2177.198974609375,7.361702127659575
131,01050101209,980.2886352539062,1384.8033447265625,2515.1126302083335,6.131578947368421
132,01050101210,1180.6112670898438,1658.2367248535156,2679.1470336914062,7.233333333333333
133,01050101301,0.0,1557.885986328125,1949.509033203125,7.4
134,01050101302,566.258984375,1581.5112060546876,2191.93623046875,9.523255813953488
135,01050101303,169.54700469970703,1727.4330444335938,2111.6934814453125,7.42
136,01050101304,992.0166015625,1848.0205810546875,2587.40380859375,5.35
137,01050101305,276.50201416015625,1692.1829833984375,2226.010986328125,8.23913043478261
138,01050101306,453.1385040283203,1923.031494140625,2259.3134765625,5.0
139,01050101307,362.64898681640625,1920.5350341796875,2002.4429931640625,6.709090909090909
140,01050101308,793.6650085449219,1659.5570068359375,2428.1990966796875,11.5
141,01050101309,517.5679931640625,1960.3550415039062,2366.1915283203125,7.7272727272727275
142,01050101310,907.0226643880209,2141.6909993489585,2469.5306803385415,7.912087912087912
143,01050101311,752.4664916992188,2168.1474609375,2701.9755859375,6.636363636363637
144,01050101312,794.9669799804688,2264.860107421875,2542.705078125,5.833333333333333
145,01050101313,731.583984375,2147.264892578125,2681.093017578125,6.015873015873016
146,01050101314,994.6724853515625,1777.8605346679688,2480.780517578125,7.86
147,01050101315,1195.7434692382812,1863.5795288085938,2698.0665283203125,9.944954128440367
148,01050200101,652.119987487793,2169.010711669922,2542.9739990234375,8.454545454545455
149,01050200102,2279.374267578125,2362.12353515625,3700.98974609375,5.98936170212766
150,01050200104,1556.8107604980469,2118.1097717285156,2900.915771484375,7.08955223880597
151,01050200105,1890.3610026041667,2089.321004231771,3271.3173014322915,6.5
152,01050200106,1825.099374624399,2314.3568490835337,3563.0738243689902,6.916666666666667
153,01050200107,1756.969970703125,1871.5550537109375,3215.659912109375,5.851851851851852
154,01050200108,1565.248046875,2063.277099609375,2909.35302734375,6.969387755102041
155,01050200109,1641.486328125,1992.28564453125,3103.786376953125,8.46
156,01050200111,1100.268292236328,2380.0017822265627,3272.770703125,7.685714285714286
157,01050200112,778.013671875,2298.518310546875,3132.4427083333335,7.909090909090909
158,01050200113,2533.577679951986,4187.634297688802,4599.498423258464,0.0
159,01050200114,1559.0520324707031,3024.048370361328,3774.7637329101562,9.25
160,01050200201,714.1604919433594,2429.113525390625,2798.3594970703125,0.0
161,01050200202,213.76966094970703,2005.132344563802,2374.378377278646,6.127659574468085
162,01050200203,405.5030059814453,2226.0340576171875,2595.280029296875,6.157894736842105
163,01050200204,395.57932535807294,1973.4363606770833,2342.682373046875,7.166666666666667
164,01050200205,259.1137150355748,1846.8273228236608,2216.0732421875,6.584269662921348
165,01050200206,242.67150115966797,1741.3364868164062,2110.58251953125,7.127659574468085
166,01050200207,73.96749877929688,1746.5634765625,2115.8095703125,6.254901960784314
167,01050200208,855.7007293701172,2104.6160278320312,2382.1575317382812,8.380952380952381
168,01050200209,377.30800374348956,1759.6783447265625,2128.92431640625,6.348484848484849
169,01050200210,256.1054992675781,1564.4254760742188,1933.6715087890625,4.0
170,01050200301,632.1974711100261,1819.921337890625,2189.1673502604167,6.437908496732026
171,01050200302,970.051513671875,1896.0375366210938,2265.283447265625,8.366666666666667
172,01050200303,637.7109985351562,1687.4000244140625,2056.64599609375,7.405405405405405
173,01050200304,847.20849609375,1416.969482421875,1786.2155151367188,7.866141732283465
174,01050200305,789.1270141601562,1715.113037109375,2084.35888671875,6.931034482758621
175,01050200306,566.0189819335938,1254.511962890625,1623.7579956054688,7.166666666666667
176,01050200307,547.715321858724,1278.0079752604167,1647.2540283203125,10.034722222222221
177,01050200308,938.5424397786459,1393.2735866970486,1762.519558376736,8.214285714285714
178,01050200309,940.5997140066964,1152.3699951171875,1521.616001674107,8.083333333333334
179,01050200310,871.7119903564453,964.999755859375,1358.9447631835938,6.0
180,01050200311,752.2065124511719,993.4319915771484,1210.3374938964844,9.03225806451613
